rank,final_worth_usd,person_name,age,country,country_of_citizenship,city,industries,wealth_source,gender,life_expectancy_country,gross_tertiary_education_enrollment_country,gross_primary_education_enrollment_country,gdp_country_usd,total_tax_rate_country,population_country,final_worth_usd_formatted
1905,1500000000,Zhang Bangxin,43.0,China,China,Beijing,Service,Self-Made,M,77.0,50.6,100.2,19910000000000.0,59.2,1397715000.0,1.5B
1905,1500000000,Zhou Zongwen & family,66.0,China,China,Shenzhen,Fashion & Retail,Self-Made,M,77.0,50.6,100.2,19910000000000.0,59.2,1397715000.0,1.5B
2020,1400000000,Antti Aarnio-Wihuri,83.0,Finland,Finland,Helsinki,Diversified,Inherited/Unearned,M,81.7,88.2,100.2,268761201365.0,36.6,5520314.0,1.4B
2020,1400000000,Alberto Alcocer,80.0,Spain,Spain,Madrid,Finance & Investments,Self-Made,M,83.3,88.9,102.7,1394116310769.0,47.0,47076781.0,1.4B
2020,1400000000,Nigel Austin,52.0,Australia,Australia,Melbourne,Fashion & Retail,Self-Made,M,82.7,113.1,100.3,1392680589329.0,47.4,25766605.0,1.4B
2020,1400000000,Binny Bansal,40.0,Singapore,India,Singapore,Technology,Self-Made,M,83.1,84.8,100.6,372062527489.0,21.0,5703569.0,1.4B
2020,1400000000,Girdhari Lal Bawri,75.0,India,India,Mumbai,Healthcare,Self-Made,M,69.4,28.1,113.0,2611000000000.0,49.7,1366417754.0,1.4B
2020,1400000000,John Bloor,79.0,United Kingdom,United Kingdom,Aberdyfi,Diversified,Self-Made,M,81.3,60.0,101.2,2827113184696.0,30.6,66834405.0,1.4B
2020,1400000000,Vladimir Bogdanov,71.0,Russia,Russia,Surgut,Energy,Self-Made,M,72.7,81.9,102.6,1699876578871.0,46.2,144373535.0,1.4B
2020,1400000000,Amit Burman,53.0,India,India,Delhi,Food & Beverage,Inherited/Unearned,M,69.4,28.1,113.0,2611000000000.0,49.7,1366417754.0,1.4B
2020,1400000000,Cai Jianyong,52.0,China,China,Ningbo,Metals & Mining,Self-Made,M,77.0,50.6,100.2,19910000000000.0,59.2,1397715000.0,1.4B
2020,1400000000,Steve Case,64.0,United States,United States,McLean,Technology,Self-Made,M,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,1.4B
2020,1400000000,Chen Wenyuan & family,55.0,China,China,Suzhou,Technology,Self-Made,M,77.0,50.6,100.2,19910000000000.0,59.2,1397715000.0,1.4B
2020,1400000000,Chua Thian Poh,74.0,Singapore,Singapore,Singapore,Real Estate,Self-Made,M,83.1,84.8,100.6,372062527489.0,21.0,5703569.0,1.4B
2020,1400000000,Sasson Dayan & family,83.0,Brazil,Brazil,Sao Paulo,Finance & Investments,Self-Made,M,75.7,51.3,115.4,1839758040766.0,65.1,212559417.0,1.4B
2020,1400000000,Chris Ellison,65.0,Australia,Australia,Perth,Metals & Mining,Self-Made,M,82.7,113.1,100.3,1392680589329.0,47.4,25766605.0,1.4B
2020,1400000000,John Farber,97.0,United States,United States,New York,Manufacturing,Self-Made,M,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,1.4B
2020,1400000000,J. Christopher Flowers,65.0,United States,United States,Palm Beach,Finance & Investments,Self-Made,M,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,1.4B
2020,1400000000,Reinold Geiger,75.0,Switzerland,Austria,Geneva,Fashion & Retail,Self-Made,M,83.6,59.6,105.2,703082435360.0,28.8,8574832.0,1.4B
2020,1400000000,Ali Ghodsi,44.0,United States,Sweden,San Francisco,Technology,Self-Made,M,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,1.4B
2020,1400000000,Lance Gokongwei,55.0,Philippines,Philippines,Manila,Diversified,Inherited/Unearned,M,71.1,35.5,107.5,376795508680.0,43.1,108116615.0,1.4B
2020,1400000000,Guan Yihong,53.0,China,China,Guangzhou,Food & Beverage,Self-Made,M,77.0,50.6,100.2,19910000000000.0,59.2,1397715000.0,1.4B
2020,1400000000,Rajinder Gupta,64.0,India,India,Ludhiana,Manufacturing,Self-Made,M,69.4,28.1,113.0,2611000000000.0,49.7,1366417754.0,1.4B
2020,1400000000,Torstein Hagen,80.0,Switzerland,Norway,Lucerne,Service,Self-Made,M,83.6,59.6,105.2,703082435360.0,28.8,8574832.0,1.4B
2020,1400000000,Ayman Hariri,44.0,France,Lebanon,Paris,Construction & Engineering,Inherited/Unearned,M,82.5,65.6,102.5,2715518274227.0,60.7,67059887.0,1.4B
2020,1400000000,Alfredo Harp Helu & family,79.0,Mexico,Mexico,Mexico City,Finance & Investments,Self-Made,M,75.0,40.2,105.8,1258286717125.0,55.1,126014024.0,1.4B
2020,1400000000,He Xiaopeng,45.0,China,China,Guangzhou,Automotive,Self-Made,M,77.0,50.6,100.2,19910000000000.0,59.2,1397715000.0,1.4B
2020,1400000000,Christoph Henkel,65.0,United Kingdom,Germany,London,Fashion & Retail,Inherited/Unearned,M,81.3,60.0,101.2,2827113184696.0,30.6,66834405.0,1.4B
2020,1400000000,Daniel Hirschfeld,81.0,United States,United States,Kearney,Fashion & Retail,Inherited/Unearned,M,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,1.4B
2020,1400000000,Drew Houston,40.0,United States,United States,Austin,Technology,Self-Made,M,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,1.4B
2020,1400000000,Huang Jinxiang & family,58.0,China,China,Xuancheng,Manufacturing,Self-Made,M,77.0,50.6,100.2,19910000000000.0,59.2,1397715000.0,1.4B
2020,1400000000,Rameshchandra Jain,74.0,India,India,Mumbai,Manufacturing,Self-Made,M,69.4,28.1,113.0,2611000000000.0,49.7,1366417754.0,1.4B
2020,1400000000,Ke Zunhong & family,68.0,China,China,Chengdu,Healthcare,Self-Made,M,77.0,50.6,100.2,19910000000000.0,59.2,1397715000.0,1.4B
2020,1400000000,Kim Taek-jin,56.0,South Korea,South Korea,Seoul,Media & Entertainment,Self-Made,M,82.6,94.3,98.1,2029000000000.0,33.2,51709098.0,1.4B
2020,1400000000,Koh Wee Meng,59.0,Singapore,Singapore,Singapore,Real Estate,Self-Made,M,83.1,84.8,100.6,372062527489.0,21.0,5703569.0,1.4B
2020,1400000000,Sergei Kolesnikov,51.0,Russia,Russia,Moscow,Manufacturing,Self-Made,M,72.7,81.9,102.6,1699876578871.0,46.2,144373535.0,1.4B
2020,1400000000,Hemendra Kothari,76.0,India,India,Mumbai,Finance & Investments,Inherited/Unearned,M,69.4,28.1,113.0,2611000000000.0,49.7,1366417754.0,1.4B
2020,1400000000,Kwee Liong Keng,77.0,Singapore,Singapore,Singapore,Real Estate,Inherited/Unearned,M,83.1,84.8,100.6,372062527489.0,21.0,5703569.0,1.4B
2020,1400000000,Kwee Liong Phing,65.0,Singapore,Singapore,Singapore,Real Estate,Inherited/Unearned,M,83.1,84.8,100.6,372062527489.0,21.0,5703569.0,1.4B
2020,1400000000,Kwee Liong Seen,70.0,Singapore,Singapore,Singapore,Real Estate,Inherited/Unearned,M,83.1,84.8,100.6,372062527489.0,21.0,5703569.0,1.4B
2020,1400000000,Kwee Liong Tek,76.0,Singapore,Singapore,Singapore,Real Estate,Inherited/Unearned,M,83.1,84.8,100.6,372062527489.0,21.0,5703569.0,1.4B
2020,1400000000,Kwek Leng Keow,71.0,Singapore,Singapore,Singapore,Diversified,Inherited/Unearned,M,83.1,84.8,100.6,372062527489.0,21.0,5703569.0,1.4B
2020,1400000000,Kwek Leng Peck,67.0,Singapore,Singapore,Singapore,Diversified,Inherited/Unearned,M,83.1,84.8,100.6,372062527489.0,21.0,5703569.0,1.4B
2020,1400000000,Lee Ho-jin,60.0,South Korea,South Korea,Seoul,Diversified,Inherited/Unearned,M,82.6,94.3,98.1,2029000000000.0,33.2,51709098.0,1.4B
2020,1400000000,Michael Lee-Chin,72.0,Canada,Canada,Burlington,Finance & Investments,Self-Made,M,81.9,68.9,100.9,1736425629520.0,24.5,36991981.0,1.4B
2020,1400000000,Bernard Lewis & family,97.0,United Kingdom,United Kingdom,London,Fashion & Retail,Self-Made,M,81.3,60.0,101.2,2827113184696.0,30.6,66834405.0,1.4B
2020,1400000000,William Li,48.0,China,China,Beijing,Automotive,Self-Made,M,77.0,50.6,100.2,19910000000000.0,59.2,1397715000.0,1.4B
2020,1400000000,Jenny Lindén Urnes,52.0,Sweden,Sweden,Helsingborg,Manufacturing,Inherited/Unearned,F,82.5,67.0,126.6,530832908738.0,49.1,10285453.0,1.4B
2020,1400000000,Liu Fangyi,53.0,China,China,Shanghai,Healthcare,Self-Made,M,77.0,50.6,100.2,19910000000000.0,59.2,1397715000.0,1.4B
2020,1400000000,Anatoly Lomakin,70.0,Russia,Russia,Moscow,Metals & Mining,Self-Made,M,72.7,81.9,102.6,1699876578871.0,46.2,144373535.0,1.4B
2020,1400000000,Brandt Louie,79.0,Canada,Canada,Vancouver,Food & Beverage,Inherited/Unearned,M,81.9,68.9,100.9,1736425629520.0,24.5,36991981.0,1.4B
2020,1400000000,Lucia Maggi & family,90.0,Brazil,Brazil,Rondonopolis,Diversified,Self-Made,F,75.7,51.3,115.4,1839758040766.0,65.1,212559417.0,1.4B
2020,1400000000,Gary Magness,69.0,United States,United States,Denver,Media & Entertainment,Inherited/Unearned,M,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,1.4B
2020,1400000000,Mao Lixiang & family,82.0,China,China,Ningbo,Technology,Self-Made,M,77.0,50.6,100.2,19910000000000.0,59.2,1397715000.0,1.4B
2020,1400000000,David McMurtry,82.0,United Kingdom,United Kingdom,Wotton-under-Edge,Manufacturing,Self-Made,M,81.3,60.0,101.2,2827113184696.0,30.6,66834405.0,1.4B
2020,1400000000,Deepak Mehta,66.0,India,India,Vadodara,Manufacturing,Inherited/Unearned,M,69.4,28.1,113.0,2611000000000.0,49.7,1366417754.0,1.4B
2020,1400000000,Miao Shouliang,68.0,China,China,Shenzhen,Real Estate,Self-Made,M,77.0,50.6,100.2,19910000000000.0,59.2,1397715000.0,1.4B
2020,1400000000,Miao Yongjun,55.0,China,China,Zhengzhou,Healthcare,Self-Made,M,77.0,50.6,100.2,19910000000000.0,59.2,1397715000.0,1.4B
2020,1400000000,Yoshiko Mori,82.0,Japan,Japan,Tokyo,Real Estate,Inherited/Unearned,F,84.2,63.2,98.8,5081769542380.0,46.7,126226568.0,1.4B
2020,1400000000,Marius Nacht,57.0,Israel,Israel,Tel Aviv,Technology,Self-Made,M,82.8,63.4,104.9,395098666122.0,25.3,9053300.0,1.4B
2020,1400000000,Vadim Novinsky,59.0,Ukraine,Ukraine,Kiev,Metals & Mining,Self-Made,M,71.6,82.7,99.0,153781069118.0,45.2,44385155.0,1.4B
2020,1400000000,Niti Osathanugrah,49.0,Thailand,Thailand,Bangkok,Finance & Investments,Inherited/Unearned,M,76.9,49.3,99.8,543649976166.0,29.5,69625582.0,1.4B
2020,1400000000,Gretel Packer,57.0,Australia,Australia,Sydney,Finance & Investments,Inherited/Unearned,F,82.7,113.1,100.3,1392680589329.0,47.4,25766605.0,1.4B
2020,1400000000,Pan Longquan,58.0,China,China,Nanjing,Manufacturing,Self-Made,M,77.0,50.6,100.2,19910000000000.0,59.2,1397715000.0,1.4B
2020,1400000000,Pan Shiyi,60.0,China,China,Beijing,Real Estate,Self-Made,M,77.0,50.6,100.2,19910000000000.0,59.2,1397715000.0,1.4B
2020,1400000000,David Paul,56.0,United States,United States,Audubon,Healthcare,Self-Made,M,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,1.4B
2020,1400000000,Tom Persson,38.0,Sweden,Sweden,Stockholm,Fashion & Retail,Inherited/Unearned,M,82.5,67.0,126.6,530832908738.0,49.1,10285453.0,1.4B
2020,1400000000,Qian Jinghong,50.0,China,China,Wuxi,Automotive,Self-Made,F,77.0,50.6,100.2,19910000000000.0,59.2,1397715000.0,1.4B
2020,1400000000,Qin Long,57.0,China,China,Qingdao,Manufacturing,Self-Made,M,77.0,50.6,100.2,19910000000000.0,59.2,1397715000.0,1.4B
2020,1400000000,M.Satyanarayana Reddy,65.0,India,India,Hyderabad,Healthcare,Self-Made,M,69.4,28.1,113.0,2611000000000.0,49.7,1366417754.0,1.4B
2020,1400000000,Mochtar Riady & family,93.0,Indonesia,Indonesia,Jakarta,Diversified,Self-Made,M,71.5,36.3,106.4,1119190780753.0,30.1,270203917.0,1.4B
2020,1400000000,Rihanna,35.0,United States,Barbados,Los Angeles,Fashion & Retail,Self-Made,F,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,1.4B
2020,1400000000,Boris Rotenberg,66.0,Russia,Russia,Moscow,Construction & Engineering,Self-Made,M,72.7,81.9,102.6,1699876578871.0,46.2,144373535.0,1.4B
2020,1400000000,Subhash Runwal,79.0,India,India,Mumbai,Real Estate,Self-Made,M,69.4,28.1,113.0,2611000000000.0,49.7,1366417754.0,1.4B
2020,1400000000,Igor Rybakov,50.0,Russia,Russia,Moscow,Manufacturing,Self-Made,M,72.7,81.9,102.6,1699876578871.0,46.2,144373535.0,1.4B
2020,1400000000,Carlos Sanchez,61.0,Brazil,Brazil,Santo Andre,Healthcare,Inherited/Unearned,M,75.7,51.3,115.4,1839758040766.0,65.1,212559417.0,1.4B
2020,1400000000,Martin Selig,85.0,United States,United States,Seattle,Real Estate,Self-Made,M,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,1.4B
2020,1400000000,Airat Shaimiev,61.0,Russia,Russia,Kazan,Energy,Self-Made,M,72.7,81.9,102.6,1699876578871.0,46.2,144373535.0,1.4B
2020,1400000000,Radik Shaimiev,58.0,Russia,Russia,Kazan,Energy,Self-Made,M,72.7,81.9,102.6,1699876578871.0,46.2,144373535.0,1.4B
2020,1400000000,Nobutoshi Shimamura,97.0,Japan,Japan,Saitama,Fashion & Retail,Self-Made,M,84.2,63.2,98.8,5081769542380.0,46.7,126226568.0,1.4B
2020,1400000000,Jared Smith,48.0,United States,United States,Provo,Technology,Self-Made,M,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,1.4B
2020,1400000000,Charlotte Soderstrom,46.0,Sweden,Sweden,Stockholm,Fashion & Retail,Inherited/Unearned,F,82.5,67.0,126.6,530832908738.0,49.1,10285453.0,1.4B
2020,1400000000,Anand Surana,52.0,India,India,Bangalore,Healthcare,Inherited/Unearned,M,69.4,28.1,113.0,2611000000000.0,49.7,1366417754.0,1.4B
2020,1400000000,Dilip Surana,57.0,India,India,Bangalore,Healthcare,Inherited/Unearned,M,69.4,28.1,113.0,2611000000000.0,49.7,1366417754.0,1.4B
2020,1400000000,Wilma Tisch,95.0,United States,United States,New York,Finance & Investments,Inherited/Unearned,F,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,1.4B
2020,1400000000,Jianyi Wang,60.0,China,China,Hangzhou,Technology,Self-Made,M,77.0,50.6,100.2,19910000000000.0,59.2,1397715000.0,1.4B
2020,1400000000,Wang Jilei,58.0,China,China,Shanghai,Logistics,Self-Made,M,77.0,50.6,100.2,19910000000000.0,59.2,1397715000.0,1.4B
2020,1400000000,Shuifu Wang,68.0,China,China,Hangzhou,Manufacturing,Self-Made,M,77.0,50.6,100.2,19910000000000.0,59.2,1397715000.0,1.4B
2020,1400000000,Wang Yanqing & family,76.0,China,China,Weihai,Manufacturing,Inherited/Unearned,F,77.0,50.6,100.2,19910000000000.0,59.2,1397715000.0,1.4B
2020,1400000000,Wang Zelong,26.0,China,China,Jiaozuo,Metals & Mining,Inherited/Unearned,M,77.0,50.6,100.2,19910000000000.0,59.2,1397715000.0,1.4B
2020,1400000000,Werner O. Weber,84.0,Switzerland,Switzerland,Zurich,Manufacturing,Self-Made,M,83.6,59.6,105.2,703082435360.0,28.8,8574832.0,1.4B
2020,1400000000,Anne Werninghaus,37.0,Brazil,Brazil,Joinville,Manufacturing,Inherited/Unearned,F,75.7,51.3,115.4,1839758040766.0,65.1,212559417.0,1.4B
2020,1400000000,"Alfred West, Jr.",80.0,United States,United States,Paoli,Finance & Investments,Self-Made,M,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,1.4B
2020,1400000000,Bo Wu,68.0,China,China,Nanjing,Manufacturing,Self-Made,M,77.0,50.6,100.2,19910000000000.0,59.2,1397715000.0,1.4B
2020,1400000000,Wu Chaoqun,53.0,China,China,Meishan,Manufacturing,Self-Made,M,77.0,50.6,100.2,19910000000000.0,59.2,1397715000.0,1.4B
2020,1400000000,Swift Xie,43.0,China,China,Shenzhen,Technology,Self-Made,M,77.0,50.6,100.2,19910000000000.0,59.2,1397715000.0,1.4B
2020,1400000000,Xu Guozhong & family,59.0,China,China,Changzhou,Manufacturing,Self-Made,M,77.0,50.6,100.2,19910000000000.0,59.2,1397715000.0,1.4B
2020,1400000000,Yao Kuizhang,58.0,China,China,Hengshui,Food & Beverage,Self-Made,M,77.0,50.6,100.2,19910000000000.0,59.2,1397715000.0,1.4B
2020,1400000000,Yu Peidi,63.0,China,Hong Kong,Shanghai,Real Estate,Self-Made,M,77.0,50.6,100.2,19910000000000.0,59.2,1397715000.0,1.4B
2020,1400000000,Yuan Liping,52.0,China,Canada,Shenzhen,Healthcare,Inherited/Unearned,F,77.0,50.6,100.2,19910000000000.0,59.2,1397715000.0,1.4B
2020,1400000000,Zhang Chuanwei & family,60.0,China,China,Zhongshan,Manufacturing,Self-Made,M,77.0,50.6,100.2,19910000000000.0,59.2,1397715000.0,1.4B
2020,1400000000,Zhang Keqiang,62.0,China,China,Guangzhou,Real Estate,Self-Made,M,77.0,50.6,100.2,19910000000000.0,59.2,1397715000.0,1.4B
2020,1400000000,Zhang Xin,57.0,China,China,Beijing,Real Estate,Self-Made,F,77.0,50.6,100.2,19910000000000.0,59.2,1397715000.0,1.4B
2020,1400000000,Xinghai Zhang & family,60.0,China,China,Chongqing,Manufacturing,Self-Made,M,77.0,50.6,100.2,19910000000000.0,59.2,1397715000.0,1.4B
2020,1400000000,Zheng Jianjiang & family,62.0,China,China,Ningbo,Manufacturing,Self-Made,M,77.0,50.6,100.2,19910000000000.0,59.2,1397715000.0,1.4B
2020,1400000000,Zhong Sheng Jian,65.0,Singapore,Singapore,Singapore,Real Estate,Self-Made,M,83.1,84.8,100.6,372062527489.0,21.0,5703569.0,1.4B
2020,1400000000,Zhou Chengjian,57.0,China,China,Shanghai,Fashion & Retail,Self-Made,M,77.0,50.6,100.2,19910000000000.0,59.2,1397715000.0,1.4B
2020,1400000000,Boris Zingarevich,63.0,Russia,Russia,Saint Petersburg,Diversified,Self-Made,M,72.7,81.9,102.6,1699876578871.0,46.2,144373535.0,1.4B
2133,1300000000,A. Jayson Adair,53.0,United States,United States,Dallas,Automotive,Self-Made,M,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,1.3B
2133,1300000000,Soegiarto Adikoesoemo,85.0,Indonesia,Indonesia,Surabaya,Logistics,Self-Made,M,71.5,36.3,106.4,1119190780753.0,30.1,270203917.0,1.3B
2133,1300000000,Rajendra Agarwal,64.0,India,India,Mumbai,Healthcare,Self-Made,M,69.4,28.1,113.0,2611000000000.0,49.7,1366417754.0,1.3B
2133,1300000000,Chirayu Amin,76.0,India,India,Baroda,Healthcare,Inherited/Unearned,M,69.4,28.1,113.0,2611000000000.0,49.7,1366417754.0,1.3B
2133,1300000000,Anant Asavabhokhin,72.0,Thailand,Thailand,Bangkok,Real Estate,Self-Made,M,76.9,49.3,99.8,543649976166.0,29.5,69625582.0,1.3B
2133,1300000000,Roman Avdeev,55.0,Russia,Russia,Moscow,Finance & Investments,Self-Made,M,72.7,81.9,102.6,1699876578871.0,46.2,144373535.0,1.3B
2133,1300000000,Ziv Aviram,64.0,Israel,Israel,Mevaseret Zion,Automotive,Self-Made,M,82.8,63.4,104.9,395098666122.0,25.3,9053300.0,1.3B
2133,1300000000,Sachin Bansal,41.0,India,India,Bangalore,Fashion & Retail,Self-Made,M,69.4,28.1,113.0,2611000000000.0,49.7,1366417754.0,1.3B
2133,1300000000,Kiki Barki,83.0,Indonesia,Indonesia,Jakarta,Energy,Self-Made,M,71.5,36.3,106.4,1119190780753.0,30.1,270203917.0,1.3B
2133,1300000000,Elena Baturina,60.0,United Kingdom,Russia,London,Construction & Engineering,Self-Made,F,81.3,60.0,101.2,2827113184696.0,30.6,66834405.0,1.3B
2133,1300000000,Banwari Lal Bawri,70.0,India,India,Mumbai,Healthcare,Self-Made,M,69.4,28.1,113.0,2611000000000.0,49.7,1366417754.0,1.3B
2133,1300000000,Othman Benjelloun & family,90.0,Morocco,Morocco,Casablanca,Finance & Investments,Inherited/Unearned,M,76.5,35.9,113.9,118725279596.0,45.8,36910560.0,1.3B
2133,1300000000,Hari Bhartia,66.0,India,India,Delhi,Diversified,Inherited/Unearned,M,69.4,28.1,113.0,2611000000000.0,49.7,1366417754.0,1.3B
2133,1300000000,Shyam Bhartia,70.0,India,India,Delhi,Healthcare,Inherited/Unearned,M,69.4,28.1,113.0,2611000000000.0,49.7,1366417754.0,1.3B
2133,1300000000,Stewart Butterfield,50.0,United States,Canada,Aspen,Technology,Self-Made,M,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,1.3B
2133,1300000000,Cai Mingtong,71.0,China,China,Quanzhou,Technology,Self-Made,M,77.0,50.6,100.2,19910000000000.0,59.2,1397715000.0,1.3B
2133,1300000000,Anthony Casalena,40.0,United States,United States,Monkton,Technology,Self-Made,M,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,1.3B
2133,1300000000,Chang Jianming & family,58.0,China,China,Shanghai,Manufacturing,Self-Made,M,77.0,50.6,100.2,19910000000000.0,59.2,1397715000.0,1.3B
2133,1300000000,Chen Xuehua,62.0,China,China,Tongxiang,Metals & Mining,Self-Made,M,77.0,50.6,100.2,19910000000000.0,59.2,1397715000.0,1.3B
2133,1300000000,Chen Yin,50.0,China,China,Shanghai,Manufacturing,Self-Made,M,77.0,50.6,100.2,19910000000000.0,59.2,1397715000.0,1.3B
2133,1300000000,R. Marcelo Claure,52.0,United States,United States,Miami Beach,Telecom,Self-Made,M,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,1.3B
2133,1300000000,Alberto Cortina,77.0,Spain,Spain,Madrid,Finance & Investments,Self-Made,M,83.3,88.9,102.7,1394116310769.0,47.0,47076781.0,1.3B
2133,1300000000,Eduardo Costantini,76.0,Argentina,Argentina,Buenos Aires,Real Estate,Self-Made,M,76.5,90.0,109.7,449663446954.0,106.3,44938712.0,1.3B
2133,1300000000,Wenjun Dai,54.0,China,China,Changsha,Food & Beverage,Self-Made,M,77.0,50.6,100.2,19910000000000.0,59.2,1397715000.0,1.3B
2133,1300000000,Anand Deshpande,60.0,India,India,Pune,Technology,Self-Made,M,69.4,28.1,113.0,2611000000000.0,49.7,1366417754.0,1.3B
2133,1300000000,Aydin Dogan,86.0,Turkey,Turkey,Istanbul,Media & Entertainment,Self-Made,M,77.4,23.9,93.2,754411708203.0,42.3,83429615.0,1.3B
2133,1300000000,Annalisa Doris,52.0,Italy,Italy,Segrate,Finance & Investments,Inherited/Unearned,F,82.9,61.9,101.9,2001244392042.0,59.1,60297396.0,1.3B
2133,1300000000,Massimo Doris,55.0,Italy,Italy,Milan,Finance & Investments,Inherited/Unearned,M,82.9,61.9,101.9,2001244392042.0,59.1,60297396.0,1.3B
2133,1300000000,Weimin Du,59.0,China,China,Shenzhen,Healthcare,Self-Made,M,77.0,50.6,100.2,19910000000000.0,59.2,1397715000.0,1.3B
2133,1300000000,Timothy Dunn & family,67.0,United States,United States,Midland,Energy,Self-Made,M,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,1.3B
2133,1300000000,Keiko Erikawa,74.0,Japan,Japan,Yokohama City,Media & Entertainment,Self-Made,F,84.2,63.2,98.8,5081769542380.0,46.7,126226568.0,1.3B
2133,1300000000,Yoichi Erikawa,72.0,Japan,Japan,Yokohama City,Media & Entertainment,Self-Made,M,84.2,63.2,98.8,5081769542380.0,46.7,126226568.0,1.3B
2133,1300000000,Philip Fayer,45.0,Canada,Canada,Montreal,Finance & Investments,Self-Made,M,81.9,68.9,100.9,1736425629520.0,24.5,36991981.0,1.3B
2133,1300000000,Marvy Finger,87.0,United States,United States,Houston,Real Estate,Self-Made,M,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,1.3B
2133,1300000000,Simona Giorgetta,45.0,Italy,Italy,Milan,Construction & Engineering,Inherited/Unearned,F,82.9,61.9,101.9,2001244392042.0,59.1,60297396.0,1.3B
2133,1300000000,Joel Greenberg,65.0,United States,United States,Gladwyne,Finance & Investments,Self-Made,M,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,1.3B
2133,1300000000,He Zhiping,59.0,China,China,Shenzhen,Finance & Investments,Self-Made,M,77.0,50.6,100.2,19910000000000.0,59.2,1397715000.0,1.3B
2133,1300000000,Heikki Herlin,36.0,Finland,Finland,Helsinki,Manufacturing,Inherited/Unearned,M,81.7,88.2,100.2,268761201365.0,36.6,5520314.0,1.3B
2133,1300000000,Hoi Kin Hong,70.0,China,Macau,Shanghai,Real Estate,Self-Made,M,77.0,50.6,100.2,19910000000000.0,59.2,1397715000.0,1.3B
2133,1300000000,Gregg Hymowitz,57.0,United States,United States,New York,Finance & Investments,Self-Made,M,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,1.3B
2133,1300000000,Mitchell Jacobson,72.0,United States,United States,Locust Valley,Service,Inherited/Unearned,M,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,1.3B
2133,1300000000,Anurang Jain,61.0,India,India,Aurangabad,Manufacturing,Self-Made,M,69.4,28.1,113.0,2611000000000.0,49.7,1366417754.0,1.3B
2133,1300000000,Jiang Guiting & family,64.0,China,China,Dezhou,Manufacturing,Self-Made,M,77.0,50.6,100.2,19910000000000.0,59.2,1397715000.0,1.3B
2133,1300000000,Jin Xin,56.0,China,China,Fuxin,Manufacturing,Self-Made,M,77.0,50.6,100.2,19910000000000.0,59.2,1397715000.0,1.3B
2133,1300000000,Conni Jonsson,62.0,Sweden,Sweden,Stockholm,Finance & Investments,Self-Made,M,82.5,67.0,126.6,530832908738.0,49.1,10285453.0,1.3B
2133,1300000000,George Joseph,101.0,United States,United States,Los Angeles,Finance & Investments,Self-Made,M,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,1.3B
2133,1300000000,Laurent Junique,57.0,Singapore,France,Singapore,Technology,Self-Made,M,83.1,84.8,100.6,372062527489.0,21.0,5703569.0,1.3B
2133,1300000000,Zbigniew Juroszek & family,60.0,Poland,Poland,Cieszyn,Diversified,Self-Made,M,77.6,67.8,100.0,592164400688.0,40.8,37970874.0,1.3B
2133,1300000000,Alexander Karp,55.0,United States,United States,Palo Alto,Technology,Self-Made,M,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,1.3B
2133,1300000000,Joe Kiani,58.0,United States,United States,Irvine,Healthcare,Self-Made,M,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,1.3B
2133,1300000000,Seth Klarman,65.0,United States,United States,Chestnut Hill,Finance & Investments,Self-Made,M,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,1.3B
2133,1300000000,Kagemasa Kozuki,82.0,Japan,Japan,Tokyo,Technology,Self-Made,M,84.2,63.2,98.8,5081769542380.0,46.7,126226568.0,1.3B
2133,1300000000,Michael Krasny,69.0,United States,United States,Highland Park,Technology,Self-Made,M,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,1.3B
2133,1300000000,Eduard Kucera,70.0,Czech Republic,Czech Republic,Prague,Technology,Self-Made,M,79.0,64.1,100.7,246489245495.0,46.1,10669709.0,1.3B
2133,1300000000,Kristo Käärmann,42.0,United Kingdom,Estonia,London,Finance & Investments,Self-Made,M,81.3,60.0,101.2,2827113184696.0,30.6,66834405.0,1.3B
