rank,finalWorth,personName,age,country,city,industries,selfMade,status,gender,life_expectancy_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,gdp_country,total_tax_rate_country,population_country
2020,1400,Qin Long,57.0,China,Qingdao,Manufacturing,True,D,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
2020,1400,M.Satyanarayana Reddy,65.0,India,Hyderabad,Healthcare,True,D,M,69.4,28.1,113.0,"$2,611,000,000,000 ",49.7,1366417754.0
2020,1400,Mochtar Riady & family,93.0,Indonesia,Jakarta,Diversified,True,D,M,71.5,36.3,106.4,"$1,119,190,780,753 ",30.1,270203917.0
2020,1400,Rihanna,35.0,United States,Los Angeles,Fashion & Retail,True,D,F,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
2020,1400,Boris Rotenberg,66.0,Russia,Moscow,Construction & Engineering,True,U,M,72.7,81.9,102.6,"$1,699,876,578,871 ",46.2,144373535.0
2020,1400,Subhash Runwal,79.0,India,Mumbai,Real Estate,True,E,M,69.4,28.1,113.0,"$2,611,000,000,000 ",49.7,1366417754.0
2020,1400,Igor Rybakov,50.0,Russia,Moscow,Manufacturing,True,U,M,72.7,81.9,102.6,"$1,699,876,578,871 ",46.2,144373535.0
2020,1400,Carlos Sanchez,61.0,Brazil,Santo Andre,Healthcare,False,E,M,75.7,51.3,115.4,"$1,839,758,040,766 ",65.1,212559417.0
2020,1400,Martin Selig,85.0,United States,Seattle,Real Estate,True,E,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
2020,1400,Airat Shaimiev,61.0,Russia,Kazan,Energy,True,U,M,72.7,81.9,102.6,"$1,699,876,578,871 ",46.2,144373535.0
2020,1400,Radik Shaimiev,58.0,Russia,Kazan,Energy,True,U,M,72.7,81.9,102.6,"$1,699,876,578,871 ",46.2,144373535.0
2020,1400,Nobutoshi Shimamura,97.0,Japan,Saitama,Fashion & Retail,True,U,M,84.2,63.2,98.8,"$5,081,769,542,380 ",46.7,126226568.0
2020,1400,Jared Smith,48.0,United States,Provo,Technology,True,E,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
2020,1400,Charlotte Soderstrom,46.0,Sweden,Stockholm,Fashion & Retail,False,D,F,82.5,67.0,126.6,"$530,832,908,738 ",49.1,10285453.0
2020,1400,Anand Surana,52.0,India,Bangalore,Healthcare,False,D,M,69.4,28.1,113.0,"$2,611,000,000,000 ",49.7,1366417754.0
2020,1400,Dilip Surana,57.0,India,Bangalore,Healthcare,False,D,M,69.4,28.1,113.0,"$2,611,000,000,000 ",49.7,1366417754.0
2020,1400,Wilma Tisch,95.0,United States,New York,Finance & Investments,False,D,F,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
2020,1400,Jianyi Wang,60.0,China,Hangzhou,Technology,True,U,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
2020,1400,Wang Jilei,58.0,China,Shanghai,Logistics,True,U,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
2020,1400,Shuifu Wang,68.0,China,Hangzhou,Manufacturing,True,D,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
2020,1400,Wang Yanqing & family,76.0,China,Weihai,Manufacturing,False,D,F,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
2020,1400,Wang Zelong,26.0,China,Jiaozuo,Metals & Mining,False,D,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
2020,1400,Werner O. Weber,84.0,Switzerland,Zurich,Manufacturing,True,E,M,83.6,59.6,105.2,"$703,082,435,360 ",28.8,8574832.0
2020,1400,Anne Werninghaus,37.0,Brazil,Joinville,Manufacturing,False,U,F,75.7,51.3,115.4,"$1,839,758,040,766 ",65.1,212559417.0
2020,1400,"Alfred West, Jr.",80.0,United States,Paoli,Finance & Investments,True,U,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
2020,1400,Bo Wu,68.0,China,Nanjing,Manufacturing,True,E,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
2020,1400,Wu Chaoqun,53.0,China,Meishan,Manufacturing,True,U,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
2020,1400,Swift Xie,43.0,China,Shenzhen,Technology,True,E,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
2020,1400,Xu Guozhong & family,59.0,China,Changzhou,Manufacturing,True,D,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
2020,1400,Yao Kuizhang,58.0,China,Hengshui,Food & Beverage,True,D,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
2020,1400,Yu Peidi,63.0,China,Shanghai,Real Estate,True,D,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
2020,1400,Yuan Liping,52.0,China,Shenzhen,Healthcare,False,D,F,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
2020,1400,Zhang Chuanwei & family,60.0,China,Zhongshan,Manufacturing,True,D,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
2020,1400,Zhang Keqiang,62.0,China,Guangzhou,Real Estate,True,D,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
2020,1400,Zhang Xin,57.0,China,Beijing,Real Estate,True,Split Family Fortune,F,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
2020,1400,Xinghai Zhang & family,60.0,China,Chongqing,Manufacturing,True,D,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
2020,1400,Zheng Jianjiang & family,62.0,China,Ningbo,Manufacturing,True,D,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
2020,1400,Zhong Sheng Jian,65.0,Singapore,Singapore,Real Estate,True,D,M,83.1,84.8,100.6,"$372,062,527,489 ",21.0,5703569.0
2020,1400,Zhou Chengjian,57.0,China,Shanghai,Fashion & Retail,True,D,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
2020,1400,Boris Zingarevich,63.0,Russia,Saint Petersburg,Diversified,True,R,M,72.7,81.9,102.6,"$1,699,876,578,871 ",46.2,144373535.0
2133,1300,A. Jayson Adair,53.0,United States,Dallas,Automotive,True,U,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
2133,1300,Soegiarto Adikoesoemo,85.0,Indonesia,Surabaya,Logistics,True,R,M,71.5,36.3,106.4,"$1,119,190,780,753 ",30.1,270203917.0
2133,1300,Rajendra Agarwal,64.0,India,Mumbai,Healthcare,True,D,M,69.4,28.1,113.0,"$2,611,000,000,000 ",49.7,1366417754.0
2133,1300,Chirayu Amin,76.0,India,Baroda,Healthcare,False,D,M,69.4,28.1,113.0,"$2,611,000,000,000 ",49.7,1366417754.0
2133,1300,Anant Asavabhokhin,72.0,Thailand,Bangkok,Real Estate,True,E,M,76.9,49.3,99.8,"$543,649,976,166 ",29.5,69625582.0
2133,1300,Roman Avdeev,55.0,Russia,Moscow,Finance & Investments,True,R,M,72.7,81.9,102.6,"$1,699,876,578,871 ",46.2,144373535.0
2133,1300,Ziv Aviram,64.0,Israel,Mevaseret Zion,Automotive,True,D,M,82.8,63.4,104.9,"$395,098,666,122 ",25.3,9053300.0
2133,1300,Sachin Bansal,41.0,India,Bangalore,Fashion & Retail,True,E,M,69.4,28.1,113.0,"$2,611,000,000,000 ",49.7,1366417754.0
2133,1300,Kiki Barki,83.0,Indonesia,Jakarta,Energy,True,D,M,71.5,36.3,106.4,"$1,119,190,780,753 ",30.1,270203917.0
2133,1300,Elena Baturina,60.0,United Kingdom,London,Construction & Engineering,True,D,F,81.3,60.0,101.2,"$2,827,113,184,696 ",30.6,66834405.0
2133,1300,Banwari Lal Bawri,70.0,India,Mumbai,Healthcare,True,D,M,69.4,28.1,113.0,"$2,611,000,000,000 ",49.7,1366417754.0
2133,1300,Othman Benjelloun & family,90.0,Morocco,Casablanca,Finance & Investments,False,E,M,76.5,35.9,113.9,"$118,725,279,596 ",45.8,36910560.0
2133,1300,Hari Bhartia,66.0,India,Delhi,Diversified,False,D,M,69.4,28.1,113.0,"$2,611,000,000,000 ",49.7,1366417754.0
2133,1300,Shyam Bhartia,70.0,India,Delhi,Healthcare,False,D,M,69.4,28.1,113.0,"$2,611,000,000,000 ",49.7,1366417754.0
2133,1300,Stewart Butterfield,50.0,United States,Aspen,Technology,True,D,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
2133,1300,Cai Mingtong,71.0,China,Quanzhou,Technology,True,D,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
2133,1300,Anthony Casalena,40.0,United States,Monkton,Technology,True,E,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
2133,1300,Chang Jianming & family,58.0,China,Shanghai,Manufacturing,True,N,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
2133,1300,Chen Xuehua,62.0,China,Tongxiang,Metals & Mining,True,D,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
2133,1300,Chen Yin,50.0,China,Shanghai,Manufacturing,True,N,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
2133,1300,R. Marcelo Claure,52.0,United States,Miami Beach,Telecom,True,N,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
2133,1300,Alberto Cortina,77.0,Spain,Madrid,Finance & Investments,True,E,M,83.3,88.9,102.7,"$1,394,116,310,769 ",47.0,47076781.0
2133,1300,Eduardo Costantini,76.0,Argentina,Buenos Aires,Real Estate,True,D,M,76.5,90.0,109.7,"$449,663,446,954 ",106.3,44938712.0
2133,1300,Wenjun Dai,54.0,China,Changsha,Food & Beverage,True,D,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
2133,1300,Anand Deshpande,60.0,India,Pune,Technology,True,E,M,69.4,28.1,113.0,"$2,611,000,000,000 ",49.7,1366417754.0
2133,1300,Aydin Dogan,86.0,Turkey,Istanbul,Media & Entertainment,True,U,M,77.4,23.9,93.2,"$754,411,708,203 ",42.3,83429615.0
2133,1300,Annalisa Doris,52.0,Italy,Segrate,Finance & Investments,False,N,F,82.9,61.9,101.9,"$2,001,244,392,042 ",59.1,60297396.0
2133,1300,Massimo Doris,55.0,Italy,Milan,Finance & Investments,False,N,M,82.9,61.9,101.9,"$2,001,244,392,042 ",59.1,60297396.0
2133,1300,Weimin Du,59.0,China,Shenzhen,Healthcare,True,D,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
2133,1300,Timothy Dunn & family,67.0,United States,Midland,Energy,True,N,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
2133,1300,Keiko Erikawa,74.0,Japan,Yokohama City,Media & Entertainment,True,Split Family Fortune,F,84.2,63.2,98.8,"$5,081,769,542,380 ",46.7,126226568.0
2133,1300,Yoichi Erikawa,72.0,Japan,Yokohama City,Media & Entertainment,True,Split Family Fortune,M,84.2,63.2,98.8,"$5,081,769,542,380 ",46.7,126226568.0
2133,1300,Philip Fayer,45.0,Canada,Montreal,Finance & Investments,True,D,M,81.9,68.9,100.9,"$1,736,425,629,520 ",24.5,36991981.0
2133,1300,Marvy Finger,87.0,United States,Houston,Real Estate,True,E,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
2133,1300,Simona Giorgetta,45.0,Italy,Milan,Construction & Engineering,False,E,F,82.9,61.9,101.9,"$2,001,244,392,042 ",59.1,60297396.0
2133,1300,Joel Greenberg,65.0,United States,Gladwyne,Finance & Investments,True,N,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
2133,1300,He Zhiping,59.0,China,Shenzhen,Finance & Investments,True,D,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
2133,1300,Heikki Herlin,36.0,Finland,Helsinki,Manufacturing,False,U,M,81.7,88.2,100.2,"$268,761,201,365 ",36.6,5520314.0
2133,1300,Hoi Kin Hong,70.0,China,Shanghai,Real Estate,True,D,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
2133,1300,Gregg Hymowitz,57.0,United States,New York,Finance & Investments,True,N,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
2133,1300,Mitchell Jacobson,72.0,United States,Locust Valley,Service,False,E,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
2133,1300,Anurang Jain,61.0,India,Aurangabad,Manufacturing,True,D,M,69.4,28.1,113.0,"$2,611,000,000,000 ",49.7,1366417754.0
2133,1300,Jiang Guiting & family,64.0,China,Dezhou,Manufacturing,True,E,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
2133,1300,Jin Xin,56.0,China,Fuxin,Manufacturing,True,D,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
2133,1300,Conni Jonsson,62.0,Sweden,Stockholm,Finance & Investments,True,D,M,82.5,67.0,126.6,"$530,832,908,738 ",49.1,10285453.0
2133,1300,George Joseph,101.0,United States,Los Angeles,Finance & Investments,True,D,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
2133,1300,Laurent Junique,57.0,Singapore,Singapore,Technology,True,U,M,83.1,84.8,100.6,"$372,062,527,489 ",21.0,5703569.0
2133,1300,Zbigniew Juroszek & family,60.0,Poland,Cieszyn,Diversified,True,U,M,77.6,67.8,100.0,"$592,164,400,688 ",40.8,37970874.0
2133,1300,Alexander Karp,55.0,United States,Palo Alto,Technology,True,U,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
2133,1300,Joe Kiani,58.0,United States,Irvine,Healthcare,True,N,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
2133,1300,Seth Klarman,65.0,United States,Chestnut Hill,Finance & Investments,True,D,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
2133,1300,Kagemasa Kozuki,82.0,Japan,Tokyo,Technology,True,D,M,84.2,63.2,98.8,"$5,081,769,542,380 ",46.7,126226568.0
2133,1300,Michael Krasny,69.0,United States,Highland Park,Technology,True,E,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
2133,1300,Eduard Kucera,70.0,Czech Republic,Prague,Technology,True,D,M,79.0,64.1,100.7,"$246,489,245,495 ",46.1,10669709.0
2133,1300,Kristo Käärmann,42.0,United Kingdom,London,Finance & Investments,True,U,M,81.3,60.0,101.2,"$2,827,113,184,696 ",30.6,66834405.0
2133,1300,Gary Lauder,60.0,United States,Atherton,Fashion & Retail,False,D,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
2133,1300,Lee Hae-jin,55.0,South Korea,Seoul,Technology,True,D,M,82.6,94.3,98.1,"$2,029,000,000,000 ",33.2,51709098.0
2133,1300,Art Levinson,73.0,United States,Hillsborough,Diversified,True,D,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
2133,1300,Li Denghai,73.0,China,Laizhou,Food & Beverage,True,D,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
2133,1300,Fengluan Li,61.0,China,Ruzhou,Diversified,True,E,F,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
2133,1300,Li Yongqing,58.0,China,Hangzhou,Manufacturing,True,D,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
2133,1300,Li Zhigang,46.0,China,Wuhan,Manufacturing,True,D,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
2133,1300,Liu Gexin & family,71.0,China,Chengdu,Healthcare,True,R,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
2133,1300,Itamar Locks & family,68.0,Brazil,Rondonopolis,Food & Beverage,False,Split Family Fortune,M,75.7,51.3,115.4,"$1,839,758,040,766 ",65.1,212559417.0
2133,1300,Lu Hongyan,45.0,China,Xiamen,Media & Entertainment,True,U,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
2133,1300,Lv Jianming,58.0,China,Hangzhou,Healthcare,True,D,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
2133,1300,Blairo Maggi,66.0,Brazil,Cuiaba,Food & Beverage,False,Split Family Fortune,M,75.7,51.3,115.4,"$1,839,758,040,766 ",65.1,212559417.0
2133,1300,Yasseen Mansour,61.0,Egypt,Cairo,Diversified,True,U,M,71.8,35.2,106.3,"$303,175,127,598 ",44.4,100388073.0
2133,1300,George Marcus,81.0,United States,Los Altos Hills,Real Estate,True,D,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
2133,1300,Yves-Loic Martin,57.0,France,Nantes,Healthcare,True,D,M,82.5,65.6,102.5,"$2,715,518,274,227 ",60.7,67059887.0
2133,1300,Carsten Maschmeyer,63.0,Germany,Munich,Finance & Investments,True,U,M,80.9,70.2,104.0,"$3,845,630,030,824 ",48.8,83132799.0
2133,1300,Martin Moller Nielsen,58.0,Switzerland,Lugano,Logistics,True,E,M,83.6,59.6,105.2,"$703,082,435,360 ",28.8,8574832.0
2133,1300,Jahm Najafi,60.0,United States,Paradise Valley,Finance & Investments,True,N,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
2133,1300,Randal Nardone,67.0,United States,New York,Finance & Investments,True,E,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
2133,1300,Nguyen Dang Quang,59.0,Vietnam,Ho Chi Minh City,Food & Beverage,True,D,M,75.3,28.5,110.6,"$261,921,244,843 ",37.6,96462106.0
2133,1300,Kazuo Okada,80.0,Japan,Tokyo,Gambling & Casinos,True,D,M,84.2,63.2,98.8,"$5,081,769,542,380 ",46.7,126226568.0
2133,1300,George Pedersen & family,87.0,United States,McLean,Manufacturing,True,U,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
2133,1300,Qu Miranda,38.0,China,Shanghai,Fashion & Retail,True,D,F,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
2133,1300,Jupally Rameshwar Rao,67.0,India,Hyderabad,Real Estate,True,U,M,69.4,28.1,113.0,"$2,611,000,000,000 ",49.7,1366417754.0
2133,1300,G. M. Rao,72.0,India,Bangalore,Logistics,True,D,M,69.4,28.1,113.0,"$2,611,000,000,000 ",49.7,1366417754.0
2133,1300,P.V. Ramprasad Reddy,65.0,India,Hyderabad,Healthcare,True,D,M,69.4,28.1,113.0,"$2,611,000,000,000 ",49.7,1366417754.0
2133,1300,Satish Reddy,55.0,India,Hyderabad,Healthcare,False,E,M,69.4,28.1,113.0,"$2,611,000,000,000 ",49.7,1366417754.0
2133,1300,Fernando Roig,75.0,Spain,Valencia,Fashion & Retail,False,D,M,83.3,88.9,102.7,"$1,394,116,310,769 ",47.0,47076781.0
2133,1300,Igor Rotenberg,49.0,Russia,Moscow,Diversified,True,R,M,72.7,81.9,102.6,"$1,699,876,578,871 ",46.2,144373535.0
2133,1300,Deniz Sahenk,77.0,Turkey,Istanbul,Diversified,False,E,F,77.4,23.9,93.2,"$754,411,708,203 ",42.3,83429615.0
2133,1300,Nobutada Saji,77.0,Japan,Tokyo,Food & Beverage,False,U,M,84.2,63.2,98.8,"$5,081,769,542,380 ",46.7,126226568.0
2133,1300,Hajime Satomi,81.0,Japan,Tokyo,Gambling & Casinos,True,E,M,84.2,63.2,98.8,"$5,081,769,542,380 ",46.7,126226568.0
2133,1300,James Scapa,66.0,United States,Atherton,Technology,True,E,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
2133,1300,Devi Shetty,70.0,India,Bangalore,Healthcare,True,U,M,69.4,28.1,113.0,"$2,611,000,000,000 ",49.7,1366417754.0
2133,1300,Albert Shigaboutdinov,70.0,Russia,Kazan,Diversified,True,E,M,72.7,81.9,102.6,"$1,699,876,578,871 ",46.2,144373535.0
2133,1300,Denis Shtengelov,50.0,Australia,Gold Coast,Food & Beverage,True,N,M,82.7,113.1,100.3,"$1,392,680,589,329 ",47.4,25766605.0
2133,1300,Fei Song,56.0,China,Yantai,Manufacturing,True,D,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
2133,1300,Hal Steinbrenner,54.0,United States,Tampa,Sports,False,N,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
2133,1300,Jessica Steinbrenner,59.0,United States,Tampa,Sports,False,N,F,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
2133,1300,Jennifer Steinbrenner Swindal,63.0,United States,Tampa,Sports,False,N,F,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
2133,1300,Konstantin Strukov & family,64.0,Russia,Chelyabinsk,Metals & Mining,True,R,M,72.7,81.9,102.6,"$1,699,876,578,871 ",46.2,144373535.0
2133,1300,Rustem Sulteev,69.0,Russia,Kazan,Energy,True,E,M,72.7,81.9,102.6,"$1,699,876,578,871 ",46.2,144373535.0
2133,1300,Clemens Toennies,66.0,Germany,Rheda-Wiedenbrück,Food & Beverage,True,D,M,80.9,70.2,104.0,"$3,845,630,030,824 ",48.8,83132799.0
2133,1300,Robert Toennies,44.0,Germany,Rheda-Wiedenbrück,Food & Beverage,False,D,M,80.9,70.2,104.0,"$3,845,630,030,824 ",48.8,83132799.0
2133,1300,John Van Lieshout,77.0,Australia,Brisbane,Real Estate,True,D,M,82.7,113.1,100.3,"$1,392,680,589,329 ",47.4,25766605.0
2133,1300,Pongsak Viddayakorn,89.0,Thailand,Bangkok,Healthcare,True,U,M,76.9,49.3,99.8,"$543,649,976,166 ",29.5,69625582.0
2133,1300,Wang Jianguo,63.0,China,Nanjing,Fashion & Retail,True,D,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
2133,1300,Junjin Wang,54.0,China,Shanghai,Service,True,D,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
2133,1300,Wang Mingwang,55.0,China,Shenzhen,Manufacturing,True,D,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
2133,1300,Wei Lidong & family,47.0,China,Shanghai,Technology,True,D,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
2133,1300,Wu Xiaoge,50.0,China,Chengdu,Manufacturing,True,Split Family Fortune,F,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
2133,1300,Wu Xushun & family,74.0,China,Wuhu,Diversified,True,D,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
2133,1300,Xiong Xiaochuan,57.0,China,Shenzhen,Healthcare,True,N,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
2133,1300,Xu Shaochun,60.0,China,Shenzhen,Technology,True,D,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
2133,1300,Yan Jane & family,53.0,China,Beijing,Technology,True,U,F,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
2133,1300,Zeng Chaoyi,54.0,China,Changsha,Manufacturing,True,E,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
2133,1300,Peng Zhao,52.0,China,Beijing,Service,True,E,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
2133,1300,Kostyantin Zhevago,49.0,Ukraine,Kiev,Metals & Mining,True,E,M,71.6,82.7,99.0,"$153,781,069,118 ",45.2,44385155.0
2259,1200,Sanjay Agarwal,52.0,India,Jaipur,Finance & Investments,True,E,M,69.4,28.1,113.0,"$2,611,000,000,000 ",49.7,1366417754.0
2259,1200,Hamad bin Jassim bin Jaber Al Thani,63.0,Qatar,Doha,Finance & Investments,False,E,M,80.1,17.9,103.8,"$183,466,208,791 ",11.3,2832067.0
2259,1200,Joao Alves de Queiroz Filho,70.0,Brazil,São Paulo,Diversified,True,U,M,75.7,51.3,115.4,"$1,839,758,040,766 ",65.1,212559417.0
2259,1200,Jose Maria Aristrain,60.0,Switzerland,Gstaad,Metals & Mining,False,E,M,83.6,59.6,105.2,"$703,082,435,360 ",28.8,8574832.0
2259,1200,Michael Arougheti,50.0,United States,Nyack,Finance & Investments,True,N,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
2259,1200,Tope Awotona,41.0,United States,Atlanta,Technology,True,D,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
2259,1200,Mehmet Aydinlar,66.0,Turkey,Istanbul,Healthcare,True,D,M,77.4,23.9,93.2,"$754,411,708,203 ",42.3,83429615.0
2259,1200,Danna Azrieli,55.0,Israel,Herzliya,Real Estate,False,D,F,82.8,63.4,104.9,"$395,098,666,122 ",25.3,9053300.0
2259,1200,Naomi Azrieli,57.0,Canada,Toronto,Real Estate,False,D,F,81.9,68.9,100.9,"$1,736,425,629,520 ",24.5,36991981.0
2259,1200,Sharon Azrieli,62.0,Canada,Montreal,Real Estate,False,D,F,81.9,68.9,100.9,"$1,736,425,629,520 ",24.5,36991981.0
2259,1200,Bai Houshan,59.0,China,Ningbo,Energy,True,D,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
2259,1200,Thomas Bailey,86.0,United States,Aspen,Finance & Investments,True,E,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
2259,1200,Bernhard Braun-Luedicke,46.0,Germany,Melsungen,Healthcare,False,D,M,80.9,70.2,104.0,"$3,845,630,030,824 ",48.8,83132799.0
2259,1200,Eva Maria Braun-Luedicke,36.0,Germany,Melsungen,Healthcare,False,D,F,80.9,70.2,104.0,"$3,845,630,030,824 ",48.8,83132799.0
2259,1200,Friederike Braun-Luedicke,39.0,Germany,Melsungen,Healthcare,False,E,F,80.9,70.2,104.0,"$3,845,630,030,824 ",48.8,83132799.0
2259,1200,Jeffrey Cheah,78.0,Malaysia,Kuala Lumpur,Real Estate,True,D,M,76.0,45.1,105.3,"$364,701,517,788 ",38.7,32447385.0
2259,1200,Chen Xianbao & family,63.0,China,Hefei,Food & Beverage,True,D,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
2259,1200,Cheng Xianfeng,54.0,China,Hefei,Healthcare,True,D,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
2259,1200,Chung Yong-jin,54.0,South Korea,Seoul,Fashion & Retail,False,D,M,82.6,94.3,98.1,"$2,029,000,000,000 ",33.2,51709098.0
2259,1200,Darwin Deason,82.0,United States,Dallas,Service,True,D,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
2259,1200,Diego Della Valle,69.0,Italy,Sant'' Elpidio A Mare,Fashion & Retail,False,D,M,82.9,61.9,101.9,"$2,001,244,392,042 ",59.1,60297396.0
2259,1200,Ashwin Desai,71.0,India,Surat,Manufacturing,True,N,M,69.4,28.1,113.0,"$2,611,000,000,000 ",49.7,1366417754.0
2259,1200,Richard Desmond,71.0,United Kingdom,London,Media & Entertainment,True,D,M,81.3,60.0,101.2,"$2,827,113,184,696 ",30.6,66834405.0
2259,1200,Ding Shui Po,52.0,China,Quanzhou,Fashion & Retail,False,D,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
2259,1200,Sefik Yilmaz Dizdar,85.0,Turkey,Istanbul,Fashion & Retail,True,U,M,77.4,23.9,93.2,"$754,411,708,203 ",42.3,83429615.0
